Date,USDINR
22-08-2021 23:58,74.3015
23-08-2021 23:58,74.1059
24-08-2021 23:58,74.1448
25-08-2021 23:58,74.1
26-08-2021 23:58,74.156
27-08-2021 23:58,73.4263
28-08-2021 23:58,73.4968
29-08-2021 23:58,73.4966
30-08-2021 23:58,73.4112
31-08-2021 23:58,72.9967
01-09-2021 23:58,72.9851
02-09-2021 23:58,73.0543
03-09-2021 23:58,72.9864
04-09-2021 23:58,72.99465
05-09-2021 23:58,72.9945
06-09-2021 23:58,73.11
07-09-2021 23:58,73.3904
08-09-2021 23:58,73.789
09-09-2021 23:58,73.538
10-09-2021 23:58,73.5201
11-09-2021 23:58,73.5261
12-09-2021 23:58,73.5243
13-09-2021 23:58,73.5408
14-09-2021 23:58,73.6508
15-09-2021 23:58,73.438
16-09-2021 23:58,73.5649
17-09-2021 23:58,73.69
18-09-2021 23:58,73.695
19-09-2021 23:58,73.6961
20-09-2021 23:58,73.659
21-09-2021 23:58,73.7927
22-09-2021 23:58,73.8749
23-09-2021 23:58,73.84
24-09-2021 23:58,74.0463
25-09-2021 23:58,74.04655
26-09-2021 23:58,73.8129
27-09-2021 23:58,73.8253
28-09-2021 23:58,74.1633
29-09-2021 23:58,74.322
30-09-2021 23:58,74.2544
01-10-2021 23:58,74.14
02-10-2021 23:58,74.145
03-10-2021 23:58,74.1521
04-10-2021 23:58,74.5728
05-10-2021 23:58,74.5632
06-10-2021 23:58,74.76
07-10-2021 23:58,74.83
08-10-2021 23:58,75.2985
09-10-2021 23:58,75.124
10-10-2021 23:58,75.3058
11-10-2021 23:58,75.4026
12-10-2021 23:58,75.4839
13-10-2021 23:58,75.3063
14-10-2021 23:58,74.99525
15-10-2021 23:58,75.035
16-10-2021 23:58,75.035
17-10-2021 23:58,75.00615
18-10-2021 23:58,75.23815
19-10-2021 23:58,75.12065
20-10-2021 23:58,74.80945
21-10-2021 23:58,74.86565
22-10-2021 23:58,74.9935
23-10-2021 23:58,74.9995
24-10-2021 23:58,74.99395
25-10-2021 23:58,75.09015
26-10-2021 23:58,74.88915
27-10-2021 23:58,75.05025
28-10-2021 23:58,74.79745
29-10-2021 23:58,74.9154
30-10-2021 23:58,74.92855
31-10-2021 23:58,74.92855
01-11-2021 23:58,74.83025
02-11-2021 23:58,74.71225
03-11-2021 23:58,74.43575
04-11-2021 23:58,74.47835
05-11-2021 23:58,74.19135
06-11-2021 23:58,74.19135
07-11-2021 23:58,74.19135
08-11-2021 23:58,73.91325
09-11-2021 23:58,74.17505
10-11-2021 23:58,74.40515
11-11-2021 23:58,74.32235
12-11-2021 23:58,74.34725
13-11-2021 23:58,74.345
14-11-2021 23:58,74.345
15-11-2021 23:58,74.43535
16-11-2021 23:58,74.45875
17-11-2021 23:58,74.26005
18-11-2021 23:58,74.17465
19-11-2021 23:58,74.31085
20-11-2021 23:58,74.31085
21-11-2021 23:58,74.31085
22-11-2021 23:58,74.43005
23-11-2021 23:58,74.44725
24-11-2021 23:58,74.62525
25-11-2021 23:58,74.50605
26-11-2021 23:58,75.053
27-11-2021 23:58,75.053
28-11-2021 23:58,75.053
29-11-2021 23:58,75.05515
30-11-2021 23:58,75.08025
01-12-2021 23:58,75.01815
02-12-2021 23:58,74.98375
03-12-2021 23:58,75.4725
04-12-2021 23:58,75.2415
05-12-2021 23:58,75.2415
06-12-2021 23:58,75.39155
07-12-2021 23:58,75.40835
08-12-2021 23:58,75.38385
09-12-2021 23:58,75.59945
10-12-2021 23:58,75.79255
11-12-2021 23:58,75.7175
12-12-2021 23:58,75.7175
13-12-2021 23:58,75.82865
14-12-2021 23:58,76.04585
15-12-2021 23:58,76.21165
16-12-2021 23:58,76.16775
17-12-2021 23:58,76.3125
18-12-2021 23:58,76.0135
19-12-2021 23:58,76.0135
20-12-2021 23:58,75.75895
21-12-2021 23:58,75.68665
22-12-2021 23:58,75.46475
23-12-2021 23:58,75.06765
24-12-2021 23:58,75.395
25-12-2021 23:58,75.395
26-12-2021 23:58,75.395
27-12-2021 23:58,74.98055
28-12-2021 23:58,74.71545
29-12-2021 23:58,74.57055
30-12-2021 23:58,74.43145
31-12-2021 23:58,74.51405
01-01-2022 23:58,74.51405
02-01-2022 23:58,74.51405
03-01-2022 23:58,74.40275
04-01-2022 23:58,74.53515
05-01-2022 23:58,74.43035
06-01-2022 23:58,74.41955
07-01-2022 23:58,74.46755
08-01-2022 23:58,74.2775
09-01-2022 23:58,74.2775
10-01-2022 23:58,74.05725
11-01-2022 23:58,73.81695
12-01-2022 23:58,73.79935
13-01-2022 23:58,73.97255
14-01-2022 23:58,74.3865
15-01-2022 23:58,74.3865
16-01-2022 23:58,74.3865
17-01-2022 23:58,74.25535
18-01-2022 23:58,74.61965
19-01-2022 23:58,74.44945
20-01-2022 23:58,74.45245
21-01-2022 23:58,74.42045
22-01-2022 23:58,74.42045
23-01-2022 23:58,74.42045
24-01-2022 23:58,74.64505
25-01-2022 23:58,74.7875
26-01-2022 23:58,74.9025
27-01-2022 23:58,75.20955
28-01-2022 23:58,75.00155
29-01-2022 23:58,75.00155
30-01-2022 23:58,75.0465
31-01-2022 23:58,74.55585
01-02-2022 23:58,74.74875
02-02-2022 23:58,74.82265
03-02-2022 23:58,74.64415
04-02-2022 23:58,74.64245
05-02-2022 23:58,74.64245
06-02-2022 23:58,74.64245
07-02-2022 23:58,74.65675
08-02-2022 23:58,74.69545
09-02-2022 23:58,74.80915
10-02-2022 23:58,75.53865
11-02-2022 23:58,75.6431
12-02-2022 23:58,75.3485
13-02-2022 23:58,75.3485
14-02-2022 23:58,75.68565
15-02-2022 23:58,75.175
16-02-2022 23:58,75.0495
17-02-2022 23:58,75.0705
18-02-2022 23:58,74.6844
19-02-2022 23:58,74.6844
20-02-2022 23:58,74.6844
21-02-2022 23:58,74.5245
22-02-2022 23:58,74.6305
23-02-2022 23:58,74.6405
24-02-2022 23:58,75.40855
25-02-2022 23:58,75.0554
26-02-2022 23:58,75.0755
27-02-2022 23:58,75.0755
28-02-2022 23:58,75.28505
01-03-2022 23:58,75.80365
02-03-2022 23:58,75.6385
03-03-2022 23:58,75.89195
04-03-2022 23:58,76.4255
05-03-2022 23:58,76.4255
06-03-2022 23:58,76.4255
07-03-2022 23:58,77.08105
08-03-2022 23:58,76.91475
09-03-2022 23:58,76.13515
10-03-2022 23:58,76.31055
11-03-2022 23:58,76.7592
12-03-2022 23:58,76.7592
13-03-2022 23:58,76.7592
14-03-2022 23:58,76.49035
15-03-2022 23:58,76.26615
16-03-2022 23:58,76.02445
17-03-2022 23:58,75.98185
18-03-2022 23:58,75.94665
19-03-2022 23:58,75.94665
20-03-2022 23:58,75.94665
21-03-2022 23:58,76.30735
22-03-2022 23:58,76.10215
23-03-2022 23:58,76.55265
24-03-2022 23:58,76.32375
25-03-2022 23:58,76.27625
26-03-2022 23:58,76.2855
27-03-2022 23:58,76.27875
28-03-2022 23:58,76.03435
29-03-2022 23:58,75.66695
30-03-2022 23:58,75.82805
31-03-2022 23:58,75.90945
